category,part_number,description,price,currency,stock,date,fetched_at,source
ic,IC70626A,Panasonic 100nF DIP-8 Ic,4.8121,USD,11503,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN56847F,Panasonic LM358 DIP-8 Sensor,65.4326,USD,39695,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA50672E,Samsung 1k 0805 Transistor,2.0612,USD,1767,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS61702A,ON Semi 10uF SOT-23 Fuse,43.3584,USD,41280,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP46280A,Texas Instruments LM358 0805 Capacitor,23.6645,USD,39025,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL15565E,TE Connectivity 1N4148 SOIC-8 Relay,19.0661,USD,7325,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED40548E,STMicro 1k SOIC-8 Led,0.8718,USD,3339,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED82058D,STMicro 10uF DIP-8 Led,1.1644,USD,40150,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI87236B,Texas Instruments 100k TO-220 Switch,7.2746,USD,41390,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN75286G,Samsung 2N3904 DIP-8 Sensor,21.5994,USD,34018,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO99644D,Infineon 1k 0603 Diode,9.2734,USD,6334,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON68325D,Samsung 220uF QFN-32 Connector,60.3601,USD,22514,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN42371C,ON Semi 1N4148 0603 Sensor,11.1053,USD,11940,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO46296C,NXP 100nF SOIC-8 Diode,66.1708,USD,33545,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP88606B,Panasonic 1k QFN-32 Capacitor,23.705,USD,27547,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP79827D,TE Connectivity LM358 SOT-23 Capacitor,24.0648,USD,22833,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND47613H,Panasonic 10uF DIP-8 Inductor,25.6155,USD,23903,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP63887E,NXP 2N3904 0603 Capacitor,30.0941,USD,37560,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN55003A,Samsung 100k SOIC-8 Sensor,22.4413,USD,25954,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO50226B,TDK 10k QFN-32 Diode,53.5163,USD,29158,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA39065G,TDK 1k SOIC-8 Transistor,8.9877,USD,20291,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL77276D,Murata 1k TO-220 Relay,21.0393,USD,4856,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN39894B,Samsung 1k 1206 Sensor,63.3468,USD,10474,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED32709E,Murata 100k 1206 Led,58.4844,USD,18852,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC48259G,Panasonic 220uF 0603 Ic,30.8772,USD,19916,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED59343H,Samsung 100k SOT-23 Led,61.6413,USD,25544,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA38134H,Murata 100k 1206 Transistor,26.2507,USD,18302,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS25752F,STMicro 10uF SOIC-8 Fuse,28.6962,USD,26804,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO27663E,Panasonic LM358 1206 Diode,47.9268,USD,5770,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND86350A,Texas Instruments 1k 0603 Inductor,12.1374,USD,26048,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN56438G,Panasonic 1N4148 DIP-8 Sensor,8.0106,USD,41682,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN21636C,Texas Instruments 10uF 1206 Sensor,31.1179,USD,34511,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND82270H,Samsung 10k DIP-8 Inductor,45.794,USD,22152,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON62501D,Panasonic 100k SOIC-8 Connector,41.6951,USD,41743,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC74152B,NXP LM358 0603 Ic,7.8439,USD,4710,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI14040H,TE Connectivity 220uF SOT-23 Switch,20.1634,USD,39670,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND30784E,NXP 10k QFN-32 Inductor,65.3267,USD,13922,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND49283G,ON Semi 2N3904 SOT-23 Inductor,21.6574,USD,20863,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS28434A,Murata 1k 0805 Fuse,49.6786,USD,13017,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA45832H,TDK 100nF 0805 Transistor,31.9388,USD,7056,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI51208F,Panasonic 10uF QFN-32 Switch,3.8478,USD,39290,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL38224B,Texas Instruments 100nF DIP-8 Relay,66.9419,USD,38912,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED10029E,NXP 10uF 1206 Led,53.8864,USD,1364,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS99037E,NXP 100nF 0805 Fuse,67.2285,USD,9044,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON78942C,Infineon 1N4148 0805 Connector,38.8565,USD,17413,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL38933H,TE Connectivity 10k 1206 Relay,14.8671,USD,4598,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN29322G,ON Semi 220uF 1206 Sensor,12.0033,USD,32609,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN56187F,Panasonic LM358 0805 Sensor,39.7896,USD,15116,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND55622G,Vishay 1N4148 0603 Inductor,58.0355,USD,39854,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED72063E,Infineon 100k SOIC-8 Led,45.7143,USD,12100,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC54564C,Texas Instruments 2N3904 0805 Ic,26.6637,USD,33373,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC60536F,ON Semi 10k SOIC-8 Ic,16.3117,USD,18426,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL28941A,TE Connectivity 10k 0603 Relay,60.5105,USD,31642,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO55170H,Vishay 2N3904 0805 Diode,9.4391,USD,9945,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES10900F,Panasonic 2N3904 DIP-8 Resistor,9.0491,USD,16338,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI44400D,Infineon 10uF DIP-8 Switch,12.8893,USD,19878,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO39354G,Texas Instruments 2N3904 DIP-8 Diode,51.6801,USD,3132,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED32608A,TDK 10k 0603 Led,60.0752,USD,13142,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI59650B,Vishay 1k 1206 Switch,16.2779,USD,23720,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND61062H,Vishay LM358 0805 Inductor,16.7529,USD,8185,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI31195H,STMicro 220uF DIP-8 Switch,9.1414,USD,4636,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND79158D,TE Connectivity 1k 0805 Inductor,23.0767,USD,20952,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC93613C,STMicro 10k QFN-32 Ic,49.4383,USD,14116,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND18230F,Vishay LM358 0805 Inductor,57.4757,USD,39058,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED22611F,ON Semi 1N4148 TO-220 Led,51.4682,USD,22778,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP59839F,ON Semi LM358 0603 Capacitor,45.9404,USD,27354,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI52488B,TDK 10uF TO-220 Switch,4.4389,USD,36421,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC54526B,ON Semi 100k 0603 Ic,36.7596,USD,28111,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI90416A,Infineon 10k 1206 Switch,37.4447,USD,3858,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON34986F,Panasonic 10k SOT-23 Connector,41.6633,USD,34718,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI72391F,Panasonic 2N3904 DIP-8 Switch,2.2687,USD,28873,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP15584D,Texas Instruments 1k 1206 Capacitor,21.1089,USD,29480,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES75864C,ON Semi 100nF SOIC-8 Resistor,39.556,USD,13459,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN31422F,STMicro 2N3904 TO-220 Sensor,42.9072,USD,16670,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND90773D,TE Connectivity 10k 0805 Inductor,46.2471,USD,10604,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO47444F,Samsung 2N3904 0603 Diode,24.5378,USD,35215,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA19930D,NXP 10uF 0603 Transistor,38.6194,USD,30727,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON79897F,TE Connectivity 220uF 0603 Connector,20.586,USD,27832,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI99734E,Panasonic 100nF SOT-23 Switch,35.2153,USD,12762,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN49585H,Murata 10uF 1206 Sensor,56.0383,USD,19137,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA68935A,TDK 1N4148 TO-220 Transistor,23.2898,USD,23304,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY71875E,ON Semi 220uF SOT-23 Crystal,26.4442,USD,36017,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES81924C,Vishay 220uF DIP-8 Resistor,10.9054,USD,22226,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP45377F,Infineon 2N3904 QFN-32 Capacitor,54.8982,USD,19978,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS80641G,STMicro 220uF DIP-8 Fuse,34.0301,USD,41268,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS67544G,STMicro 1N4148 TO-220 Fuse,14.2395,USD,36759,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI34693B,Panasonic 2N3904 TO-220 Switch,51.9652,USD,21909,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS51871G,Panasonic 1k DIP-8 Fuse,53.7222,USD,20865,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY97935C,Murata 1k 0603 Crystal,17.3355,USD,11020,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP47593G,NXP LM358 0603 Capacitor,31.5106,USD,6160,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI18689A,NXP LM358 1206 Switch,52.2088,USD,33287,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY66593H,Vishay LM358 TO-220 Crystal,8.8871,USD,14087,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON79259A,Murata 10k SOT-23 Connector,17.3592,USD,24863,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL54390A,TDK 10uF DIP-8 Relay,19.3742,USD,17372,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES71614F,Murata 1N4148 1206 Resistor,58.1774,USD,2667,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN47322D,TE Connectivity 10k QFN-32 Sensor,37.9434,USD,25894,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED45465H,Panasonic 100nF TO-220 Led,43.0614,USD,18659,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES16329G,Vishay 10uF 0805 Resistor,42.7297,USD,18619,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC56384A,ON Semi LM358 QFN-32 Ic,13.7762,USD,23398,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI40171F,Infineon 2N3904 DIP-8 Switch,38.5065,USD,31665,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON81921B,Murata 1N4148 TO-220 Connector,7.1984,USD,19169,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP48742A,Samsung LM358 1206 Capacitor,6.1257,USD,15078,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO52248B,Texas Instruments LM358 DIP-8 Diode,61.7467,USD,18956,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY42155D,STMicro 2N3904 TO-220 Crystal,12.6459,USD,25461,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC78502E,TDK 10uF DIP-8 Ic,36.2645,USD,40879,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO22709H,Infineon 100k SOIC-8 Diode,51.3059,USD,13858,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS94791E,NXP 1k 0805 Fuse,35.3279,USD,38453,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES11747A,Texas Instruments 100nF 0603 Resistor,37.4438,USD,10851,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP12157A,Samsung 220uF 0805 Capacitor,63.413,USD,16704,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA79010A,TDK 10uF QFN-32 Transistor,45.6521,USD,43993,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON37839G,TDK 10k 1206 Connector,15.7689,USD,33354,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED14878F,Murata 10k 0603 Led,2.69,USD,33120,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS19424H,Texas Instruments 10k SOT-23 Fuse,44.7352,USD,9513,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL97231E,STMicro LM358 QFN-32 Relay,48.9045,USD,26142,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA58559D,Vishay 100nF DIP-8 Transistor,44.9547,USD,10367,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL55069F,ON Semi 100k 0805 Relay,35.7089,USD,23184,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO23713C,Murata 100nF 0805 Diode,19.7688,USD,44050,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY80113A,Texas Instruments 1N4148 SOT-23 Crystal,32.8049,USD,15038,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO81476B,Texas Instruments 1N4148 0805 Diode,0.9936,USD,8906,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON87363C,Samsung LM358 DIP-8 Connector,64.8459,USD,5667,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI43517A,TDK 2N3904 DIP-8 Switch,23.6562,USD,21260,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES68652C,Vishay LM358 0603 Resistor,50.716,USD,32307,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN12135G,Infineon 10k 0603 Sensor,19.6582,USD,29837,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY51552F,TDK 10k SOT-23 Crystal,8.4498,USD,37973,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA32728D,Infineon 1k TO-220 Transistor,63.332,USD,21665,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS34957H,TDK 10uF SOIC-8 Fuse,11.5422,USD,27203,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED58395F,TDK 1k SOIC-8 Led,65.0731,USD,36136,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY56324A,Texas Instruments 1k SOIC-8 Crystal,18.5531,USD,3483,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED23640C,Panasonic 100k SOIC-8 Led,67.1896,USD,4697,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED26510C,Vishay 10uF SOIC-8 Led,13.3192,USD,39611,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL31613D,TDK 10uF 1206 Relay,23.457,USD,16733,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP21116B,Texas Instruments 1N4148 DIP-8 Capacitor,8.0567,USD,34566,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA17054E,Infineon 10k SOT-23 Transistor,55.651,USD,11009,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI30001F,Infineon 10uF 0805 Switch,2.6877,USD,44773,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO68004A,STMicro 2N3904 1206 Diode,19.3758,USD,18206,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED47127D,Vishay 100k SOT-23 Led,53.9794,USD,22179,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI75194G,Samsung 1k 0805 Switch,30.3293,USD,7104,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND33501C,Infineon 1N4148 1206 Inductor,53.544,USD,35401,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO95570C,STMicro 220uF QFN-32 Diode,17.5524,USD,36695,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC18001A,Panasonic 2N3904 0603 Ic,31.7306,USD,44594,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES89930F,Murata 1N4148 QFN-32 Resistor,18.5979,USD,36321,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN94683A,TE Connectivity 2N3904 1206 Sensor,13.086,USD,11044,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED28845D,ON Semi 2N3904 DIP-8 Led,44.9036,USD,19641,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED78712A,TDK 10uF 0603 Led,44.6857,USD,19776,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY24042G,Samsung 100k TO-220 Crystal,50.688,USD,15508,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON48306F,Panasonic 2N3904 DIP-8 Connector,17.5273,USD,38747,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC46699C,TDK 100nF DIP-8 Ic,53.2933,USD,26447,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES28532E,Panasonic 10uF SOIC-8 Resistor,18.9372,USD,40391,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP66283A,STMicro 220uF QFN-32 Capacitor,10.0693,USD,8925,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY74846B,STMicro LM358 QFN-32 Crystal,44.3031,USD,1498,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
relay,REL80806C,ON Semi 220uF QFN-32 Relay,38.7363,USD,7309,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
diode,DIO23041B,NXP 100k 1206 Diode,34.5198,USD,1683,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS52821D,TDK 2N3904 0805 Fuse,0.4133,USD,39274,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES63313A,TE Connectivity 100k SOT-23 Resistor,30.1367,USD,8623,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN12491B,Texas Instruments 100k DIP-8 Sensor,63.4179,USD,7323,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI92515A,TE Connectivity 2N3904 QFN-32 Switch,17.2173,USD,16080,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
connector,CON22538F,Panasonic 10uF 0603 Connector,59.903,USD,14475,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND73112C,TE Connectivity 1N4148 DIP-8 Inductor,35.6319,USD,18712,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI43013E,Infineon 1N4148 DIP-8 Switch,50.6249,USD,14216,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS22966D,Texas Instruments LM358 SOIC-8 Fuse,48.6743,USD,41852,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY94334A,Panasonic 1N4148 TO-220 Crystal,58.9799,USD,33109,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA49306H,Infineon 10uF 0603 Transistor,30.7585,USD,34625,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA95283E,ON Semi 100nF SOIC-8 Transistor,32.9646,USD,35403,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP86099C,Samsung 2N3904 1206 Capacitor,41.9914,USD,23101,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC77814G,ON Semi 10uF TO-220 Ic,15.5664,USD,24465,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
fuse,FUS86212H,Vishay 1k SOT-23 Fuse,13.4377,USD,42716,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED47270E,Vishay LM358 0603 Led,15.7277,USD,34755,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES32277E,Texas Instruments 10uF 1206 Resistor,3.2233,USD,2276,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN72599H,TE Connectivity 10uF SOT-23 Sensor,67.4665,USD,36650,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA20394F,ON Semi 1N4148 0805 Transistor,21.8735,USD,6156,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
inductor,IND99992C,Vishay 10k 0603 Inductor,52.768,USD,36228,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
ic,IC41933H,Samsung 10uF TO-220 Ic,29.6636,USD,8447,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED13043C,ON Semi 1k QFN-32 Led,28.6692,USD,36568,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN63039C,ON Semi 10k 0603 Sensor,2.9817,USD,21150,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
led,LED25374A,Infineon 100k 0603 Led,39.0635,USD,7498,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
transistor,TRA38282D,Murata 100nF 0603 Transistor,54.6081,USD,13103,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
switch,SWI52752E,TE Connectivity 100k 1206 Switch,23.5171,USD,32374,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
capacitor,CAP40586H,Texas Instruments 220uF DIP-8 Capacitor,45.6516,USD,31934,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
sensor,SEN90175A,Infineon 100k SOIC-8 Sensor,42.5221,USD,20485,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
crystal,CRY30066A,Texas Instruments 220uF 1206 Crystal,44.7642,USD,32747,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
resistor,RES75671H,NXP 1k 0603 Resistor,64.4848,USD,1467,2026-02-20,2026-02-20 16:09:30,FAKE_ELECTRONICS_20260220
